employee_id,is_selected,shap_values
EMP0248,TRUE,"Average_Vibe_Score(0.0480), Latest_Vibe_Score(0.0364), Average_Emails_Sent(0.0217), Latest_Work_Hours(0.0210), Days_since_joining(0.0171), Average_Work_Hours(0.0137), Average_Team_Messages_Sent(0.0121), Days_since_last_activity(0.0036), Mentor_Assigned(0.0023), Onboarding_Feedback(0.0014)"
EMP0257,TRUE,"Average_Vibe_Score(0.0955), Days_since_last_reward(0.0624), Average_Manager_Feedback_Score(0.0207), Promotion_Consideration_Ratio(0.0195), Total_Rewards_Received(0.0151), Average_Reward_Points(0.0118), Latest_Vibe_Score(0.0110), Total_Reward_Points(0.0097), Average_Performance_Rating(0.0034), Latest_Performance_Rating(0.0000)"
EMP0307,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000)"
EMP0313,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000)"
EMP0246,TRUE,"Average_Vibe_Score(0.0939), Latest_Vibe_Score(0.0845), Days_since_last_activity(0.0141), Average_Team_Messages_Sent(0.0065), Average_Work_Hours(0.0046), Sick_Leaves(0.0044), Latest_Work_Hours(0.0042), Average_Emails_Sent(0.0028), Unpaid_Leaves(0.0021), Casual_Leaves(0.0011)"
EMP0459,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000)"
EMP0363,TRUE,"Average_Vibe_Score(0.0000), Latest_Vibe_Score(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000), Average_Emails_Sent(0.0000), Average_Work_Hours(0.0000)"
EMP0102,TRUE,"Average_Vibe_Score(0.0000), Latest_Vibe_Score(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000), Average_Emails_Sent(0.0000), Average_Work_Hours(0.0000)"
EMP0237,TRUE,"Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000), Days_since_last_activity(0.0000)"
EMP0032,TRUE,"Days_since_last_activity(0.0282), Average_Emails_Sent(0.0205), Average_Performance_Rating(0.0200), Latest_Work_Hours(0.0167), Average_Team_Messages_Sent(0.0122), Sick_Leaves(0.0080), Latest_Performance_Rating(0.0077), Days_since_last_leave(0.0075), Average_Work_Hours(0.0057), Casual_Leaves(0.0037)"
EMP0480,TRUE,"Average_Vibe_Score(0.0480), Latest_Vibe_Score(0.0410), Days_since_joining(0.0212), Annual_Leaves(0.0150), Unpaid_Leaves(0.0137), Days_since_last_leave(0.0105), Sick_Leaves(0.0095), Onboarding_Feedback(0.0025), Mentor_Assigned(0.0025), Initial_Training_Completed(0.0000)"
EMP0146,TRUE,"Average_Vibe_Score(0.0939), Latest_Vibe_Score(0.0845), Days_since_last_activity(0.0141), Average_Team_Messages_Sent(0.0065), Average_Work_Hours(0.0046), Sick_Leaves(0.0044), Latest_Work_Hours(0.0042), Average_Emails_Sent(0.0028), Unpaid_Leaves(0.0021), Casual_Leaves(0.0011)"
EMP0082,TRUE,"Average_Vibe_Score(0.0939), Latest_Vibe_Score(0.0845), Days_since_last_activity(0.0141), Average_Team_Messages_Sent(0.0065), Average_Work_Hours(0.0046), Sick_Leaves(0.0044), Latest_Work_Hours(0.0042), Average_Emails_Sent(0.0028), Unpaid_Leaves(0.0021), Casual_Leaves(0.0011)"
EMP0402,TRUE,"Average_Vibe_Score(0.0544), Latest_Vibe_Score(0.0398), Latest_Performance_Rating(0.0354), Average_Manager_Feedback_Score(0.0344), Sick_Leaves(0.0310), Latest_Promotion_Consideration(0.0278), Average_Performance_Rating(0.0265), Casual_Leaves(0.0189), Promotion_Consideration_Ratio(0.0186), Days_since_last_leave(0.0144)"
EMP0499,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000), Days_since_last_activity(0.0000)"
EMP0030,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000)"
EMP0417,TRUE,"Average_Vibe_Score(0.0480), Latest_Vibe_Score(0.0410), Days_since_joining(0.0212), Annual_Leaves(0.0150), Unpaid_Leaves(0.0137), Days_since_last_leave(0.0105), Sick_Leaves(0.0095), Onboarding_Feedback(0.0025), Mentor_Assigned(0.0025), Initial_Training_Completed(0.0000)"
EMP0386,TRUE,"Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000), Days_since_last_activity(0.0000)"
EMP0314,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000)"
EMP0271,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000), Days_since_last_activity(0.0000)"
EMP0485,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000)"
EMP0424,TRUE,"Average_Vibe_Score(0.0939), Latest_Vibe_Score(0.0845), Days_since_last_activity(0.0141), Average_Team_Messages_Sent(0.0065), Average_Work_Hours(0.0046), Sick_Leaves(0.0044), Latest_Work_Hours(0.0042), Average_Emails_Sent(0.0028), Unpaid_Leaves(0.0021), Casual_Leaves(0.0011)"
EMP0037,TRUE,"Average_Reward_Points(0.0293), Days_since_last_leave(0.0221), Days_since_last_reward(0.0210), Sick_Leaves(0.0146), Casual_Leaves(0.0126), Total_Reward_Points(0.0093), Average_Performance_Rating(0.0071), Latest_Performance_Rating(0.0027), Average_Manager_Feedback_Score(0.0027), Total_Rewards_Received(0.0026)"
EMP0029,TRUE,"Average_Performance_Rating(0.0000), Latest_Performance_Rating(0.0000), Average_Manager_Feedback_Score(0.0000), Promotion_Consideration_Ratio(0.0000), Latest_Promotion_Consideration(0.0000), Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Days_since_last_activity(0.0000)"
EMP0331,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000), Days_since_last_activity(0.0000)"
EMP0149,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000)"
EMP0230,TRUE,"Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000), Days_since_last_activity(0.0000)"
EMP0075,TRUE,"Onboarding_Feedback(0.0308), Total_Reward_Points(0.0233), Average_Performance_Rating(0.0212), Average_Reward_Points(0.0192), Average_Manager_Feedback_Score(0.0142), Latest_Performance_Rating(0.0142), Days_since_joining(0.0125), Mentor_Assigned(0.0117), Initial_Training_Completed(0.0050), Days_since_last_reward(0.0042)"
EMP0222,TRUE,"Average_Performance_Rating(0.0000), Latest_Performance_Rating(0.0000), Average_Manager_Feedback_Score(0.0000), Promotion_Consideration_Ratio(0.0000), Latest_Promotion_Consideration(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Days_since_last_activity(0.0000)"
EMP0315,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000), Days_since_last_activity(0.0000)"
EMP0351,TRUE,"Average_Vibe_Score(0.0955), Days_since_last_reward(0.0624), Average_Manager_Feedback_Score(0.0207), Promotion_Consideration_Ratio(0.0195), Total_Rewards_Received(0.0151), Average_Reward_Points(0.0118), Latest_Vibe_Score(0.0110), Total_Reward_Points(0.0097), Average_Performance_Rating(0.0034), Latest_Performance_Rating(0.0000)"
EMP0437,TRUE,"Unpaid_Leaves(0.0450), Average_Vibe_Score(0.0446), Latest_Vibe_Score(0.0439), Days_since_last_leave(0.0334), Average_Reward_Points(0.0089), Casual_Leaves(0.0051), Total_Rewards_Received(0.0043), Total_Reward_Points(0.0029), Days_since_last_reward(0.0021), Sick_Leaves(0.0000)"
EMP0072,TRUE,"Average_Vibe_Score(0.0000), Latest_Vibe_Score(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000), Average_Emails_Sent(0.0000), Average_Work_Hours(0.0000)"
EMP0155,TRUE,"Average_Vibe_Score(0.0480), Latest_Vibe_Score(0.0364), Average_Emails_Sent(0.0217), Latest_Work_Hours(0.0210), Days_since_joining(0.0171), Average_Work_Hours(0.0137), Average_Team_Messages_Sent(0.0121), Days_since_last_activity(0.0036), Mentor_Assigned(0.0023), Onboarding_Feedback(0.0014)"
EMP0308,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000), Days_since_last_activity(0.0000)"
EMP0197,TRUE,"Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000), Unpaid_Leaves(0.0000), Casual_Leaves(0.0000), Days_since_last_leave(0.0000), Days_since_last_activity(0.0000)"
EMP0015,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Sick_Leaves(0.0000), Annual_Leaves(0.0000)"
EMP0191,TRUE,"Average_Vibe_Score(0.0480), Latest_Vibe_Score(0.0364), Average_Emails_Sent(0.0217), Latest_Work_Hours(0.0210), Days_since_joining(0.0171), Average_Work_Hours(0.0137), Average_Team_Messages_Sent(0.0121), Days_since_last_activity(0.0036), Mentor_Assigned(0.0023), Onboarding_Feedback(0.0014)"
EMP0150,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000)"
EMP0182,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000)"
EMP0205,TRUE,"Days_since_joining(0.0000), Onboarding_Feedback(0.0000), Mentor_Assigned(0.0000), Initial_Training_Completed(0.0000), Total_Rewards_Received(0.0000), Total_Reward_Points(0.0000), Average_Reward_Points(0.0000), Days_since_last_reward(0.0000), Days_since_last_activity(0.0000), Average_Team_Messages_Sent(0.0000)"
EMP0181,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0066,TRUE,"Latest_Vibe_Score(0.1120), Average_Vibe_Score(0.0239), Average_Team_Messages_Sent(0.0214), Latest_Promotion_Consideration(0.0123), Latest_Work_Hours(0.0105), Average_Reward_Points(0.0092), Days_since_last_activity(0.0070), Total_Reward_Points(0.0056), Days_since_last_reward(0.0052), Average_Work_Hours(0.0051)"
EMP0027,TRUE,"Latest_Vibe_Score(0.0428), Average_Vibe_Score(0.0300), Average_Emails_Sent(0.0247), Average_Work_Hours(0.0179), Latest_Performance_Rating(0.0140), Annual_Leaves(0.0129), Latest_Promotion_Consideration(0.0122), Onboarding_Feedback(0.0080), Days_since_joining(0.0080), Initial_Training_Completed(0.0069)"
EMP0317,TRUE,"Latest_Vibe_Score(0.1156), Average_Vibe_Score(0.0598), Average_Performance_Rating(0.0444), Latest_Performance_Rating(0.0383), Latest_Promotion_Consideration(0.0079), Promotion_Consideration_Ratio(0.0070), Average_Reward_Points(0.0049), Days_since_last_reward(0.0043), Days_since_joining(0.0043), Days_since_last_leave(0.0042)"
EMP0164,TRUE,"Latest_Vibe_Score(0.1156), Average_Vibe_Score(0.0598), Average_Performance_Rating(0.0444), Latest_Performance_Rating(0.0383), Latest_Promotion_Consideration(0.0079), Promotion_Consideration_Ratio(0.0070), Average_Reward_Points(0.0049), Days_since_last_reward(0.0043), Days_since_joining(0.0043), Days_since_last_leave(0.0042)"
EMP0340,TRUE,"Average_Team_Messages_Sent(0.0407), Latest_Vibe_Score(0.0228), Average_Vibe_Score(0.0208), Total_Reward_Points(0.0125), Average_Performance_Rating(0.0098), Average_Emails_Sent(0.0084), Onboarding_Feedback(0.0082), Days_since_last_reward(0.0069), Latest_Work_Hours(0.0065), Average_Reward_Points(0.0054)"
EMP0408,TRUE,"Average_Team_Messages_Sent(0.0407), Latest_Vibe_Score(0.0228), Average_Vibe_Score(0.0208), Total_Reward_Points(0.0125), Average_Performance_Rating(0.0098), Average_Emails_Sent(0.0084), Onboarding_Feedback(0.0082), Days_since_last_reward(0.0069), Latest_Work_Hours(0.0065), Average_Reward_Points(0.0054)"
EMP0131,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0036,TRUE,"Latest_Vibe_Score(0.1156), Average_Vibe_Score(0.0598), Average_Performance_Rating(0.0444), Latest_Performance_Rating(0.0383), Latest_Promotion_Consideration(0.0079), Promotion_Consideration_Ratio(0.0070), Average_Reward_Points(0.0049), Days_since_last_reward(0.0043), Days_since_joining(0.0043), Days_since_last_leave(0.0042)"
EMP0461,TRUE,"Latest_Vibe_Score(0.1120), Average_Vibe_Score(0.0239), Average_Team_Messages_Sent(0.0214), Latest_Promotion_Consideration(0.0123), Latest_Work_Hours(0.0105), Average_Reward_Points(0.0092), Days_since_last_activity(0.0070), Total_Reward_Points(0.0056), Days_since_last_reward(0.0052), Average_Work_Hours(0.0051)"
EMP0442,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0422,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0310,TRUE,"Average_Team_Messages_Sent(0.0407), Latest_Vibe_Score(0.0228), Average_Vibe_Score(0.0208), Total_Reward_Points(0.0125), Average_Performance_Rating(0.0098), Average_Emails_Sent(0.0084), Onboarding_Feedback(0.0082), Days_since_last_reward(0.0069), Latest_Work_Hours(0.0065), Average_Reward_Points(0.0054)"
EMP0253,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0028,TRUE,"Latest_Vibe_Score(0.0428), Average_Vibe_Score(0.0300), Average_Emails_Sent(0.0247), Average_Work_Hours(0.0179), Latest_Performance_Rating(0.0140), Annual_Leaves(0.0129), Latest_Promotion_Consideration(0.0122), Onboarding_Feedback(0.0080), Days_since_joining(0.0080), Initial_Training_Completed(0.0069)"
EMP0176,TRUE,"Latest_Vibe_Score(0.1156), Average_Vibe_Score(0.0598), Average_Performance_Rating(0.0444), Latest_Performance_Rating(0.0383), Latest_Promotion_Consideration(0.0079), Promotion_Consideration_Ratio(0.0070), Average_Reward_Points(0.0049), Days_since_last_reward(0.0043), Days_since_joining(0.0043), Days_since_last_leave(0.0042)"
EMP0003,TRUE,"Average_Team_Messages_Sent(0.0407), Latest_Vibe_Score(0.0228), Average_Vibe_Score(0.0208), Total_Reward_Points(0.0125), Average_Performance_Rating(0.0098), Average_Emails_Sent(0.0084), Onboarding_Feedback(0.0082), Days_since_last_reward(0.0069), Latest_Work_Hours(0.0065), Average_Reward_Points(0.0054)"
EMP0034,TRUE,"Latest_Vibe_Score(0.0428), Average_Vibe_Score(0.0300), Average_Emails_Sent(0.0247), Average_Work_Hours(0.0179), Latest_Performance_Rating(0.0140), Annual_Leaves(0.0129), Latest_Promotion_Consideration(0.0122), Onboarding_Feedback(0.0080), Days_since_joining(0.0080), Initial_Training_Completed(0.0069)"
EMP0440,TRUE,"Latest_Vibe_Score(0.1120), Average_Vibe_Score(0.0239), Average_Team_Messages_Sent(0.0214), Latest_Promotion_Consideration(0.0123), Latest_Work_Hours(0.0105), Average_Reward_Points(0.0092), Days_since_last_activity(0.0070), Total_Reward_Points(0.0056), Days_since_last_reward(0.0052), Average_Work_Hours(0.0051)"
EMP0353,TRUE,"Latest_Vibe_Score(0.0530), Days_since_last_reward(0.0482), Average_Vibe_Score(0.0368), Latest_Work_Hours(0.0144), Days_since_last_activity(0.0129), Average_Emails_Sent(0.0128), Sick_Leaves(0.0085), Days_since_last_leave(0.0083), Onboarding_Feedback(0.0066), Initial_Training_Completed(0.0038)"
EMP0293,TRUE,"Latest_Vibe_Score(0.0530), Days_since_last_reward(0.0482), Average_Vibe_Score(0.0368), Latest_Work_Hours(0.0144), Days_since_last_activity(0.0129), Average_Emails_Sent(0.0128), Sick_Leaves(0.0085), Days_since_last_leave(0.0083), Onboarding_Feedback(0.0066), Initial_Training_Completed(0.0038)"
EMP0045,TRUE,"Latest_Vibe_Score(0.1156), Average_Vibe_Score(0.0598), Average_Performance_Rating(0.0444), Latest_Performance_Rating(0.0383), Latest_Promotion_Consideration(0.0079), Promotion_Consideration_Ratio(0.0070), Average_Reward_Points(0.0049), Days_since_last_reward(0.0043), Days_since_joining(0.0043), Days_since_last_leave(0.0042)"
EMP0373,TRUE,"Latest_Vibe_Score(0.0530), Days_since_last_reward(0.0482), Average_Vibe_Score(0.0368), Latest_Work_Hours(0.0144), Days_since_last_activity(0.0129), Average_Emails_Sent(0.0128), Sick_Leaves(0.0085), Days_since_last_leave(0.0083), Onboarding_Feedback(0.0066), Initial_Training_Completed(0.0038)"
EMP0438,TRUE,"Latest_Vibe_Score(0.0428), Average_Vibe_Score(0.0300), Average_Emails_Sent(0.0247), Average_Work_Hours(0.0179), Latest_Performance_Rating(0.0140), Annual_Leaves(0.0129), Latest_Promotion_Consideration(0.0122), Onboarding_Feedback(0.0080), Days_since_joining(0.0080), Initial_Training_Completed(0.0069)"
EMP0247,TRUE,"Latest_Vibe_Score(0.1156), Average_Vibe_Score(0.0598), Average_Performance_Rating(0.0444), Latest_Performance_Rating(0.0383), Latest_Promotion_Consideration(0.0079), Promotion_Consideration_Ratio(0.0070), Average_Reward_Points(0.0049), Days_since_last_reward(0.0043), Days_since_joining(0.0043), Days_since_last_leave(0.0042)"
EMP0473,TRUE,"Latest_Vibe_Score(0.0428), Average_Vibe_Score(0.0300), Average_Emails_Sent(0.0247), Average_Work_Hours(0.0179), Latest_Performance_Rating(0.0140), Annual_Leaves(0.0129), Latest_Promotion_Consideration(0.0122), Onboarding_Feedback(0.0080), Days_since_joining(0.0080), Initial_Training_Completed(0.0069)"
EMP0304,TRUE,"Latest_Vibe_Score(0.1120), Average_Vibe_Score(0.0239), Average_Team_Messages_Sent(0.0214), Latest_Promotion_Consideration(0.0123), Latest_Work_Hours(0.0105), Average_Reward_Points(0.0092), Days_since_last_activity(0.0070), Total_Reward_Points(0.0056), Days_since_last_reward(0.0052), Average_Work_Hours(0.0051)"
EMP0160,TRUE,"Latest_Vibe_Score(0.0530), Days_since_last_reward(0.0482), Average_Vibe_Score(0.0368), Latest_Work_Hours(0.0144), Days_since_last_activity(0.0129), Average_Emails_Sent(0.0128), Sick_Leaves(0.0085), Days_since_last_leave(0.0083), Onboarding_Feedback(0.0066), Initial_Training_Completed(0.0038)"
EMP0233,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0467,TRUE,"Average_Team_Messages_Sent(0.0407), Latest_Vibe_Score(0.0228), Average_Vibe_Score(0.0208), Total_Reward_Points(0.0125), Average_Performance_Rating(0.0098), Average_Emails_Sent(0.0084), Onboarding_Feedback(0.0082), Days_since_last_reward(0.0069), Latest_Work_Hours(0.0065), Average_Reward_Points(0.0054)"
EMP0267,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0105,TRUE,"Latest_Vibe_Score(0.0530), Days_since_last_reward(0.0482), Average_Vibe_Score(0.0368), Latest_Work_Hours(0.0144), Days_since_last_activity(0.0129), Average_Emails_Sent(0.0128), Sick_Leaves(0.0085), Days_since_last_leave(0.0083), Onboarding_Feedback(0.0066), Initial_Training_Completed(0.0038)"
EMP0207,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
EMP0491,TRUE,"Latest_Vibe_Score(0.0428), Average_Vibe_Score(0.0300), Average_Emails_Sent(0.0247), Average_Work_Hours(0.0179), Latest_Performance_Rating(0.0140), Annual_Leaves(0.0129), Latest_Promotion_Consideration(0.0122), Onboarding_Feedback(0.0080), Days_since_joining(0.0080), Initial_Training_Completed(0.0069)"
EMP0190,TRUE,"Latest_Vibe_Score(0.0428), Average_Vibe_Score(0.0300), Average_Emails_Sent(0.0247), Average_Work_Hours(0.0179), Latest_Performance_Rating(0.0140), Annual_Leaves(0.0129), Latest_Promotion_Consideration(0.0122), Onboarding_Feedback(0.0080), Days_since_joining(0.0080), Initial_Training_Completed(0.0069)"
EMP0112,TRUE,"Average_Team_Messages_Sent(0.0407), Latest_Vibe_Score(0.0228), Average_Vibe_Score(0.0208), Total_Reward_Points(0.0125), Average_Performance_Rating(0.0098), Average_Emails_Sent(0.0084), Onboarding_Feedback(0.0082), Days_since_last_reward(0.0069), Latest_Work_Hours(0.0065), Average_Reward_Points(0.0054)"
EMP0296,TRUE,"Latest_Vibe_Score(0.0428), Average_Vibe_Score(0.0300), Average_Emails_Sent(0.0247), Average_Work_Hours(0.0179), Latest_Performance_Rating(0.0140), Annual_Leaves(0.0129), Latest_Promotion_Consideration(0.0122), Onboarding_Feedback(0.0080), Days_since_joining(0.0080), Initial_Training_Completed(0.0069)"
EMP0068,TRUE,"Latest_Vibe_Score(0.0428), Average_Vibe_Score(0.0300), Average_Emails_Sent(0.0247), Average_Work_Hours(0.0179), Latest_Performance_Rating(0.0140), Annual_Leaves(0.0129), Latest_Promotion_Consideration(0.0122), Onboarding_Feedback(0.0080), Days_since_joining(0.0080), Initial_Training_Completed(0.0069)"
EMP0471,TRUE,"Average_Team_Messages_Sent(0.0407), Latest_Vibe_Score(0.0228), Average_Vibe_Score(0.0208), Total_Reward_Points(0.0125), Average_Performance_Rating(0.0098), Average_Emails_Sent(0.0084), Onboarding_Feedback(0.0082), Days_since_last_reward(0.0069), Latest_Work_Hours(0.0065), Average_Reward_Points(0.0054)"
EMP0309,TRUE,"Days_since_last_reward(0.0450), Onboarding_Feedback(0.0332), Promotion_Consideration_Ratio(0.0327), Unpaid_Leaves(0.0264), Casual_Leaves(0.0161), Latest_Promotion_Consideration(0.0102), Average_Emails_Sent(0.0096), Days_since_joining(0.0093), Latest_Work_Hours(0.0061), Average_Team_Messages_Sent(0.0057)"
